PROC_TRACEINFO,OP070_V1,OP090_F1,OP070_V2,OP120_R1,OP090_F2,OP110_M1,OP100_C1,OP120_R2,OP070_V3,OP090_F3,OP110_M2,OP090_F4,OP070_V3,TEST_OP070_V1,TEST_OP090_F1,TEST_OP070_V2,TEST_OP120_R1,TEST_OP090_F2,TEST_OP110_M1,TEST_OP100_C1,TEST_OP120_R2,TEST_OP070_V3,TEST_OP090_F3,TEST_OP110_M2,TEST_OP090_F4,TEST_OP070_V3
23351,151.6,170.53,125.5,109.28,12.05,12.28,,11.97,6.62,22.71,31.9,99.73,6.61,,,,,,,,,,,,,
23352,165,141.67,153.9,112.11,12.12,12.28,0.4,11.97,6.43,18.54,16,80.71,6.41,,,,,,,,,,,,,
23353,161.8,144.95,152.8,115.78,11.76,12.31,,11.97,6.61,25.66,10.7,94.93,6.62,,,,,,,,,,,,,
23354,147.3,152.93,187.9,111.44,12.04,12.21,0.41,11.97,6.41,22.47,19,101.79,6.41,,,,,,,,,,,,,
23355,138.5,163.87,156.3,117.85,11.83,12.28,,11.97,6.61,27.45,14.1,103,6.61,,,,,,,,,,,,,
23356,165,147.8,154.7,112.02,11.85,12.31,0.36,11.97,6.61,22.04,10.1,94.67,6.6,,,,,,,,,,,,,
23357,149.3,154.7,168.5,117.43,12.11,12.28,0.35,11.97,6.4,23.22,15.2,99.09,6.43,,,,,,,,,,,,,
23358,168.4,138.28,179.1,112.3,12.06,12.29,0.41,11.97,6.4,23.38,19.6,93.29,6.41,,,,,,,,,,,,,
23359,153.6,158.85,137.6,110.51,12.12,12.26,0.39,11.97,6.4,18.95,18.1,81.3,6.43,,,,,,,,,,,,,
23360,149.8,186.56,155.3,114.52,12.05,12.34,,11.97,6.6,24.19,13,102.01,6.63,,,,,,,,,,,,,
23361,174.8,145.06,161.5,115.99,11.83,12.3,0.39,11.97,6.61,24.36,17.2,96.23,6.6,,,,,,,,,,,,,
23362,152.7,148.75,144.5,113.04,12.09,12.41,0.41,11.97,6.41,20.99,9.4,100.44,6.41,,,,,,,,,,,,,
23363,164.1,150.96,169.2,110.46,11.9,12.15,,11.97,6.61,25.49,16.4,95.28,6.63,,,,,,,,,,,,,
23364,139.2,145.09,145.4,114.8,12.12,12.28,0.38,11.97,6.4,19.64,16.5,84.25,6.4,,,,,,,,,,,,,
23365,182.1,152.8,140.3,110.7,11.76,12.32,,11.97,6.61,25.82,10.6,102.09,6.6,,,,,,,,,,,,,
23366,165,172.19,151.4,112.91,12.09,12.26,,11.98,6.62,24.62,16.1,98.09,6.6,,,,,,,,,,,,,
23367,135.6,157.3,150.8,110.75,11.82,12.23,0.37,11.97,6.61,28.14,14.7,105.6,6.62,,,,,,,,,,,,,
23368,163.3,167.27,148.8,107.66,11.88,12.34,,11.98,6.62,24.61,11.4,92.01,6.63,,,,,,,,,,,,,
23369,161.7,147.64,150.4,114.53,11.82,12.25,0.38,11.97,6.62,25.47,15.7,104.82,6.6,,,,,,,,,,,,,
23370,169.8,176.1,151.1,117.47,12.06,12.17,,11.97,6.62,25.97,21.5,104.77,6.63,,,,,,,,,,,,,
23371,158.6,181.4,176.2,117.06,12.05,12.25,,11.97,6.62,26.35,14.6,106.84,6.61,,,,,,,,,,,,,
23372,142.2,161.23,192.9,111.98,11.82,12.21,0.39,11.98,6.6,26.01,20.2,103.21,6.61,,,,,,,,,,,,,
23373,155.7,150.87,156.3,127.8,11.82,12.24,0.38,11.97,6.61,25.49,22.4,96.3,6.6,,,,,,,,,,,,,
23374,158,177.59,171,113.63,12.06,12.3,,11.97,6.61,25,21.7,105.89,6.62,,,,,,,,,,,,,
23375,183.1,157.64,175,116.24,11.89,12.41,,11.97,6.61,25.98,7.2,100.61,6.61,,,,,,,,,,,,,
23376,147.9,153.27,168.7,116.32,11.88,12.23,,11.97,6.61,22.46,16.7,95.41,6.63,,,,,,,,,,,,,
23377,164.4,159.76,181.4,115.89,12.09,12.27,,11.98,6.62,23.67,13.7,105.64,6.63,,,,,,,,,,,,,
23378,173.4,166.73,179.4,110.02,11.9,12.29,,11.98,6.62,24.99,14.3,98.39,6.6,,,,,,,,,,,,,
23379,158.1,157.85,163.6,112.56,11.83,12.23,0.38,11.97,6.61,24.59,14.7,98.04,6.65,,,,,,,,,,,,,
23380,156.5,155.44,163.6,106.1,12.03,12.38,0.4,11.98,6.41,24.83,16.9,106.09,6.4,,,,,,,,,,,,,
23381,160.7,139.67,154.7,118.91,12.12,12.27,0.39,11.97,6.41,19.5,14.7,80.48,6.41,,,,,,,,,,,,,
23382,168.9,166.45,151.7,121.75,11.88,12.25,,11.97,6.6,24.98,14.5,94.67,6.61,,,,,,,,,,,,,
23383,130.7,161.26,180.7,120.38,11.88,12.31,,11.97,6.62,23.5,12.8,92.54,6.61,,,,,,,,,,,,,
23384,169.7,154.03,152.1,106.13,11.9,12.3,,11.97,6.62,23.67,17.7,104.93,6.61,,,,,,,,,,,,,
23385,153.5,165.83,148.5,114.32,11.82,12.21,0.38,11.97,6.6,25.25,16.2,101.81,6.64,,,,,,,,,,,,,
23386,162.6,158.55,169.9,112.28,12.12,12.18,0.39,11.97,6.42,21.7,18.1,100.52,6.41,,,,,,,,,,,,,
23387,152.9,155.14,135.9,118.03,12.09,12.35,0.41,11.97,6.41,22.44,12.1,92.15,6.41,,,,,,,,,,,,,
23388,147.6,184.07,158.7,115.26,12.05,12.2,,11.97,6.62,24.27,14.2,99.65,6.61,,,,,,,,,,,,,
23389,147.9,169.61,160.7,111.96,12.08,12.18,,11.97,6.65,21.91,12.9,102.9,6.62,,,,,,,,,,,,,
23390,155.9,167.9,152.4,111.39,11.73,12.38,,11.97,6.61,27.14,16.6,105.59,6.61,,,,,,,,,,,,,
23391,174,154.37,169.3,113.08,12.12,12.35,0.39,11.97,6.42,21.82,12.7,95.23,6.41,,,,,,,,,,,,,
23392,184.6,164.09,164.1,117.08,12.09,12.23,,11.97,6.6,23.5,14.4,95.11,6.62,,,,,,,,,,,,,
23393,155.2,154.39,149,114.9,12.05,12.25,0.39,11.97,6.4,23.51,17.1,96.27,6.41,,,,,,,,,,,,,
23394,156.7,152.51,177.9,113.23,12.09,12.22,,11.97,6.62,20.85,14.8,95.7,6.6,,,,,,,,,,,,,
23395,184.2,156.29,183.5,114.85,11.79,12.26,,11.97,6.62,24.06,16.8,87.16,6.61,,,,,,,,,,,,,
23396,144.7,178.86,141.7,110.46,12.08,12.19,,11.97,6.61,24.06,49,104.3,6.61,,,,,,,,,,,,,
23397,159.9,153.33,143.1,112.3,12.1,12.26,0.4,11.97,6.42,19.48,15.3,85.64,6.41,,,,,,,,,,,,,
23398,164.9,148.16,130.4,115.78,12.12,12.28,0.39,11.97,6.44,19.81,17.2,79.03,6.41,,,,,,,,,,,,,
23399,184,178.66,160.3,114,12.08,12.17,,11.97,6.6,24.69,23.7,98.82,6.63,,,,,,,,,,,,,
23400,176.1,172.48,173.7,114.91,12.07,12.16,,11.97,6.62,24.03,26.6,97.2,6.62,,,,,,,,,,,,,
23401,197.7,155.91,150.4,120.14,11.83,12.24,0.4,11.97,6.48,24.66,24,99.9,6.61,,,,,,,,,,,,,
23402,180.7,166.7,141,114.38,12.07,12.22,,11.97,6.61,21.86,25.6,105.68,6.61,,,,,,,,,,,,,
23403,191.5,157.76,186,110.91,11.85,12.17,,11.98,6.61,25.99,23.2,103.05,6.63,,,,,,,,,,,,,
23404,144,142,137.6,106.86,12.09,12.42,0.41,11.97,6.43,21.23,7.2,94.77,6.4,,,,,,,,,,,,,
23405,118.4,182.17,158.4,112.7,12.06,12.2,,11.97,6.6,23.86,15.7,100.1,6.61,,,,,,,,,,,,,
23406,138.5,159.53,138.5,113.44,11.84,12.31,0.4,11.97,6.61,24.66,20.1,93.78,6.6,,,,,,,,,,,,,
23407,169.6,154.74,159.5,116.52,12.11,12.32,0.41,11.97,6.42,19.53,13.6,101.47,6.4,,,,,,,,,,,,,
23408,163.9,144.88,161.7,110.21,11.86,12.25,0.4,11.97,6.61,23.89,15.3,95.22,6.6,,,,,,,,,,,,,
23409,174.5,157.22,144.4,115.98,11.83,12.24,0.38,11.97,6.61,24.83,29.6,99.43,6.6,,,,,,,,,,,,,
23410,180.1,161.88,151.8,116.34,12.07,12.14,,11.97,6.62,23.31,14.7,103.35,6.61,,,,,,,,,,,,,
23411,145.5,146.04,150.1,115.89,11.8,12.23,,11.97,6.6,23.94,17.4,95.94,6.6,,,,,,,,,,,,,
23412,178.6,158.27,170.3,104.46,11.9,12.31,,11.98,6.62,25.62,14.9,108.91,6.6,,,,,,,,,,,,,
23413,165.8,161.46,158.4,110.66,11.82,12.35,0.38,11.97,6.61,26.68,14.8,102.58,6.61,,,,,,,,,,,,,
23414,157.1,134.49,184.8,118.56,12.05,12.26,0.41,11.97,6.41,22.95,19.4,93.67,6.42,,,,,,,,,,,,,
23415,197.9,159.14,170.5,117.8,11.81,12.34,0.35,11.97,6.22,24.69,29.2,98.39,6.62,,,,,,,,,,,,,
23416,163.3,131.4,157,107.86,12.05,12.16,0.41,11.97,6.4,23.21,23.5,94.49,6.41,,,,,,,,,,,,,
23417,146.6,178.8,142.9,112.13,12.04,12.24,,11.97,6.61,24.72,14.9,98.64,6.61,,,,,,,,,,,,,
23418,149.6,164.42,148,113.09,11.75,12.27,,11.97,6.61,27.26,13.5,103.98,6.61,,,,,,,,,,,,,
23419,156.2,152.26,152.3,111.57,12.09,12.2,,11.97,6.64,23.66,50.5,99.02,6.61,,,,,,,,,,,,,
23420,159.5,162.8,131.7,117.72,11.82,12.24,0.35,11.97,6.61,25.81,39.8,95.85,6.61,,,,,,,,,,,,,
23421,180.8,158.45,156.6,112.16,12.04,12.21,0.41,11.97,6.44,23.43,18,89.49,6.4,,,,,,,,,,,,,
23422,172.1,156.26,168.6,114.36,11.8,12.36,0.4,11.97,6.61,25.94,13.6,110.09,6.61,,,,,,,,,,,,,
23423,155.4,173.69,131.8,113.81,11.88,12.25,,11.97,6.62,26.42,15.3,104.12,6.61,,,,,,,,,,,,,
23424,165.9,163.21,150.8,113.31,12.08,12.21,,11.97,6.62,25.94,16.2,103.03,6.65,,,,,,,,,,,,,
23425,185.1,156.96,178.6,109.19,11.75,12.34,,11.97,6.6,23.55,14.3,89.79,6.6,,,,,,,,,,,,,
23426,156.3,151.31,160.6,111.62,11.86,12.19,0.34,11.97,6.61,26.65,23.7,100.09,6.62,,,,,,,,,,,,,
23427,125.2,151.98,139.4,112.29,11.77,12.23,,11.97,6.61,26.5,16,103.33,6.64,,,,,,,,,,,,,
23428,169,156.13,173.9,112.4,12.09,12.2,,11.97,6.61,26.75,17.5,98.98,6.61,,,,,,,,,,,,,
23429,164.5,162.32,149.3,117.84,11.83,12.31,0.38,11.97,6.61,26.34,14.2,110.05,6.61,,,,,,,,,,,,,
23430,165.7,164.21,178.6,112.08,11.86,12.22,,11.97,6.63,23.26,13.6,93.24,6.64,,,,,,,,,,,,,
23431,149.8,139.42,167,112.11,11.83,12.32,0.38,11.97,6.61,24.77,14.7,110.77,6.61,,,,,,,,,,,,,
23432,149.5,177.69,157.1,115.5,12.05,12.27,,11.97,6.6,23.24,11.7,97.87,6.61,,,,,,,,,,,,,
23433,149,154.65,133.3,113.17,11.83,12.26,0.38,11.97,6.61,23.95,34.6,98.87,6.61,,,,,,,,,,,,,
23434,181.3,160.45,163.5,110.32,12.07,12.34,,11.97,6.6,23.09,13.8,101.67,6.63,,,,,,,,,,,,,
23435,139.4,151.61,153,114.41,12.08,12.22,0.33,11.97,6.41,21.54,14.4,93.96,6.41,,,,,,,,,,,,,
23436,160.5,145.51,144.2,109.11,12.04,12.37,0.41,11.97,6.42,21.24,21.1,97.11,6.41,,,,,,,,,,,,,
23437,185.4,160.8,162.3,115.11,12.07,12.17,,11.97,6.63,21.41,26.2,100.93,6.61,,,,,,,,,,,,,
23438,153.3,145.48,152,112.2,12.12,12.2,0.4,11.97,6.41,18.16,17.2,83.74,6.43,,,,,,,,,,,,,
23439,141.9,177.16,158,110.28,12.06,12.31,,11.97,6.6,22.2,31.8,101.44,6.61,,,,,,,,,,,,,
23440,149.8,139.37,154.9,110.98,12.06,12.24,0.38,11.97,6.4,22.37,18.1,93.73,6.4,,,,,,,,,,,,,
23441,149.3,160.62,163.7,107.47,12.08,12.19,,11.98,6.62,23.81,43.5,94.25,6.61,,,,,,,,,,,,,
23442,171.8,155.15,119.1,110.65,12.08,12.19,,11.98,6.62,22.07,24.6,97.22,6.62,,,,,,,,,,,,,
23443,153.2,162.92,142.2,116.05,11.76,12.25,,11.97,6.61,28.32,14.3,102.78,6.62,,,,,,,,,,,,,
23444,164.8,141.99,132.6,114.06,12.06,12.17,0.41,11.97,6.41,20.15,24.8,91.72,6.4,,,,,,,,,,,,,
23445,158.9,147.9,149.9,108.37,12.04,12.25,0.41,11.97,6.41,24.72,14.4,100.2,6.41,,,,,,,,,,,,,
23446,197.5,156.76,158.5,109.21,11.85,12.29,,11.97,6.53,26.79,16.2,102.35,6.62,,,,,,,,,,,,,
23447,165.4,165.72,143.4,107.01,11.87,12.34,,11.97,6.62,26.14,9.9,95.82,6.6,,,,,,,,,,,,,
23448,154.7,153.5,149.7,113.48,11.84,12.24,0.36,11.97,6.61,24.92,18,99.43,6.6,,,,,,,,,,,,,
23449,131.5,161.63,151,125.37,11.89,12.35,,11.97,6.64,22.65,12.8,90.3,6.62,,,,,,,,,,,,,
23450,147.1,148.54,153.3,115.44,12.04,12.24,0.41,11.97,6.41,22.6,18.1,100.52,6.42,,,,,,,,,,,,,
23451,141.5,139.71,168.8,115.35,11.87,12.35,0.37,11.97,6.6,24.14,12.7,93.01,6.61,,,,,,,,,,,,,
23452,132.5,143.63,133.4,116.73,12.11,12.29,0.41,11.97,6.4,23.04,16.5,97.64,6.41,,,,,,,,,,,,,
23453,184,175.79,179.7,114.8,12.07,12.17,,11.97,6.63,22.6,21.7,100.04,6.6,,,,,,,,,,,,,
23454,178,149.85,153.9,112.87,11.84,12.25,,11.97,6.61,26.14,12.8,103.08,6.61,,,,,,,,,,,,,
23455,163,142.01,151.5,128.2,12.04,12.3,0.41,11.97,6.42,22.94,11.7,99.1,6.41,,,,,,,,,,,,,
23456,139.5,173.47,162.1,111.4,11.9,12.21,,11.97,6.61,26.49,14,99.01,6.61,,,,,,,,,,,,,
23457,153.9,151.34,172,114.95,11.91,12.25,,11.97,6.62,24.25,14.2,104.5,6.61,,,,,,,,,,,,,
23458,146.4,161.69,144.4,112.89,12.12,12.21,0.37,11.97,6.41,21.64,17.1,110.98,6.44,,,,,,,,,,,,,
23459,155.7,145.22,153,112.37,11.86,12.2,0.41,11.97,6.6,26.68,21.7,95.43,6.61,,,,,,,,,,,,,
23460,152.3,154.25,162.1,115.51,11.91,12.37,,11.97,6.62,24.19,10.9,98.2,6.61,,,,,,,,,,,,,
23461,157.2,154.54,138.3,113.8,12.12,12.17,0.38,11.97,6.42,18.65,16.7,83.75,6.41,,,,,,,,,,,,,
23462,133.4,139.47,111.5,108.09,12.05,12.37,0.41,11.97,6.42,23.2,10.5,104.14,6.41,,,,,,,,,,,,,
23463,170.3,164.32,150.4,114.38,11.83,12.2,0.39,11.97,6.61,25.89,14.8,103.64,6.61,,,,,,,,,,,,,
23464,149.3,146.76,164.7,114.38,12.04,12.25,0.41,11.97,6.41,23.31,15.3,97.98,6.4,,,,,,,,,,,,,
23465,157.1,154.48,129.9,116.65,11.86,12.34,0.33,11.97,6.61,20.59,9.5,89.18,6.61,,,,,,,,,,,,,
23466,157.6,148.48,172,111.08,12.12,12.29,0.4,11.97,6.42,17.29,15.6,76.46,6.43,,,,,,,,,,,,,
23467,139.1,149.71,134.9,114.96,12.06,12.22,0.41,11.97,6.41,26.21,14.2,99.07,6.41,,,,,,,,,,,,,
23468,182.2,159.54,171.6,116.46,12.08,12.17,,11.98,6.62,22.98,16.7,101.62,6.61,,,,,,,,,,,,,
23469,156.3,154.61,161.7,108.52,11.82,12.23,0.39,11.97,6.6,24.59,21.1,95.9,6.62,,,,,,,,,,,,,
23470,139.4,143.67,146.7,116.58,12.11,12.22,0.39,11.97,6.41,19.54,24.9,84.9,6.4,,,,,,,,,,,,,
23471,160.7,147.85,175.2,113.21,11.84,12.2,0.4,11.97,6.6,27.02,22,99.83,6.61,,,,,,,,,,,,,
23472,148,159.96,163.5,116.66,12.13,12.34,0.39,11.97,6.41,22.03,13.7,99.9,6.41,,,,,,,,,,,,,
23473,149.8,164.74,157.6,120.38,11.88,12.34,,11.97,6.61,25.59,13.2,95.37,6.61,,,,,,,,,,,,,
23474,146.6,151.26,151,115.71,11.9,12.2,,11.97,6.62,23.48,21.7,93.74,6.62,,,,,,,,,,,,,
23475,153.4,164.62,185.5,109.85,11.89,12.22,,11.97,6.6,27.3,18.7,90.85,6.61,,,,,,,,,,,,,
23476,150.3,173.89,139.1,114.13,12.07,12.21,,11.98,6.6,25.78,21.8,95.9,6.61,,,,,,,,,,,,,
23477,173,157.65,166.8,114.36,11.76,12.34,,11.97,6.61,30.37,18.9,97.62,6.63,,,,,,,,,,,,,
23478,144,150.78,160.8,112.04,12.12,12.26,0.38,11.97,6.41,17.45,18.8,79.77,6.41,,,,,,,,,,,,,
23479,173.7,146.07,158.2,112.62,11.71,12.31,,11.97,6.61,25.81,13.6,97.13,6.61,,,,,,,,,,,,,
23480,180.3,159.41,165.6,109.42,11.77,12.27,,11.97,6.6,23.75,15.6,91.03,6.6,,,,,,,,,,,,,
23481,146.2,159.43,159.1,112.06,12.08,12.15,,11.98,6.61,23.27,18.3,100.93,6.61,,,,,,,,,,,,,
23482,155.3,157.84,157.7,111.92,12.08,12.15,,11.97,6.63,20.55,21.1,94.69,6.6,,,,,,,,,,,,,
23483,178.5,155.42,138.6,114.22,11.82,12.33,0.38,11.97,6.61,26.1,14.9,97.74,6.61,,,,,,,,,,,,,
23484,181.1,158.9,161.3,116.64,11.82,12.21,0.38,11.97,6.6,25.17,36.1,103.42,6.63,,,,,,,,,,,,,
23485,184.4,142.91,175.3,111.93,12.1,12.33,0.41,11.97,6.41,23.55,18.4,99.68,6.41,,,,,,,,,,,,,
23486,142.1,150.39,152.9,111.01,11.88,12.2,,11.97,6.61,26.14,16.1,99.3,6.61,,,,,,,,,,,,,
23487,154.2,163.08,148.9,115.2,11.89,12.28,,11.97,6.62,22.6,17,91.89,6.61,,,,,,,,,,,,,
23488,178.3,150.46,148,110.76,12.05,12.22,0.41,11.97,6.41,20.52,15.1,103.04,6.41,,,,,,,,,,,,,
23489,167.4,144.08,167.9,117.22,11.86,12.17,,11.97,6.61,24.55,14.2,98.13,6.6,,,,,,,,,,,,,
23490,173.3,151.75,153,117.88,12.09,12.46,,11.97,6.63,23.81,11.5,98.08,6.61,,,,,,,,,,,,,
23491,158.1,145.31,184.3,113.97,11.84,12.24,0.38,11.97,6.61,21.57,15.1,92.06,6.62,,,,,,,,,,,,,
23492,165.8,157.42,140.6,106.2,11.84,12.2,0.39,11.97,6.61,24.43,14.8,93.76,6.6,,,,,,,,,,,,,
23493,181.7,166.14,146.6,113.59,12.06,12.18,,11.97,6.61,24.69,17.9,103.84,6.63,,,,,,,,,,,,,
23494,123.6,146.67,161.6,106.98,12.04,12.44,0.41,11.97,6.41,22.54,9.1,97.35,6.43,,,,,,,,,,,,,
23495,158.5,156.18,167.9,111.62,11.71,12.26,,11.97,6.64,25.89,12.1,103.62,6.66,,,,,,,,,,,,,
23496,144.2,164.46,168.5,110.9,12.08,12.31,,11.98,6.6,23.37,13.8,91.3,6.61,,,,,,,,,,,,,
23497,156.3,166.24,152.7,112.06,12.08,12.17,,11.97,6.62,22.96,46.3,97.45,6.6,,,,,,,,,,,,,
23498,176.1,140.99,166.4,111.71,11.86,12.26,,11.97,6.62,26.04,34.1,97.95,6.61,,,,,,,,,,,,,
23499,171,157.96,149,110.54,12.11,12.23,0.35,11.97,6.4,20.01,17.7,95.95,6.42,,,,,,,,,,,,,
23500,189.3,145.69,161,109.36,11.83,12.27,0.39,11.97,6.61,23.99,21.5,94.17,6.61,,,,,,,,,,,,,
23501,162.8,141.6,165.5,112.91,12.12,12.26,0.39,11.97,6.41,17.89,15.1,78.76,6.41,,,,,,,,,,,,,
23502,131.2,157.31,151.6,107.73,12.13,12.24,0.38,11.97,6.41,20.16,16.7,96.15,6.4,,,,,,,,,,,,,
23503,138.1,145.08,149.9,115.33,12.14,12.3,0.4,11.97,6.41,18.24,19,87.39,6.41,,,,,,,,,,,,,
23504,147.9,134.75,127.4,110.38,12.03,12.32,0.41,11.97,6.41,22.68,11.8,95.66,6.42,,,,,,,,,,,,,
23505,138.6,150.3,165.5,111.86,12.09,12.17,0.41,11.97,6.42,23,20.8,100.97,6.41,,,,,,,,,,,,,
23506,142.3,172.76,164.5,111.54,11.96,12.42,,11.97,6.6,25.07,11.2,100.73,6.63,,,,,,,,,,,,,
23507,148.2,160.12,184.1,118.29,11.82,12.25,0.34,11.97,6.61,26.92,40.2,100.66,6.61,,,,,,,,,,,,,
23508,167.1,142.4,135.9,115.36,12.12,12.29,0.41,11.97,6.43,23.99,17.7,96.7,6.41,,,,,,,,,,,,,
23509,137.3,158.33,140.2,116.55,11.81,12.28,0.4,11.97,6.61,25.09,14.7,107.61,6.61,,,,,,,,,,,,,
23510,149,157.9,142.5,112.76,11.83,12.21,0.39,11.98,6.61,25.26,18.1,100.84,6.6,,,,,,,,,,,,,
23511,161.8,150.17,173,110.91,12.09,12.26,,11.97,6.62,22.84,16.3,97.72,6.61,,,,,,,,,,,,,
23512,147.6,138.46,138.8,126.74,12.05,12.17,0.41,11.97,6.41,21.7,19,104.84,6.42,,,,,,,,,,,,,
23513,141.6,173.12,128.3,110.27,12.04,12.13,,11.97,6.62,21.64,19.1,96.2,6.63,,,,,,,,,,,,,
23514,163.5,160.19,196,108,12.08,12.19,,11.98,6.61,22.3,21.8,100.77,6.61,,,,,,,,,,,,,
23515,148.1,147.19,177.8,108.29,11.78,12.3,,11.97,6.61,24.91,13.6,99,6.62,,,,,,,,,,,,,
23516,191.3,142.33,146,111.7,12.11,12.25,0.39,11.97,6.41,19.07,11.2,81.57,6.42,,,,,,,,,,,,,
23517,197.5,177.54,168.4,110.83,12.07,12.23,,11.97,6.51,23.74,18.4,101.57,6.62,,,,,,,,,,,,,
23518,161,158.2,155.8,108.56,11.82,12.36,0.38,11.97,6.61,25.45,10,104.55,6.61,,,,,,,,,,,,,
23519,142.1,152.61,197.7,112.76,12.13,12.23,0.39,11.97,6.41,17.54,24.7,79.29,6.4,,,,,,,,,,,,,
23520,197.7,159.3,150.2,113.54,11.82,12.36,0.35,11.97,6.59,25.67,12.2,113.18,6.62,,,,,,,,,,,,,
23521,170.9,153.92,150.6,109.64,12.03,12.39,0.41,11.97,6.41,22.63,12.2,95.5,6.41,,,,,,,,,,,,,
23522,155.5,164.84,153.6,123.89,12.08,12.33,,11.97,6.61,24.95,16,95.02,6.6,,,,,,,,,,,,,
23523,141.1,155.41,151.1,115.27,12.07,12.28,,11.97,6.6,22.06,37.1,98.55,6.61,,,,,,,,,,,,,
23524,137.6,151.31,168.7,109,11.75,12.34,,11.97,6.6,28.32,14.7,106.73,6.62,,,,,,,,,,,,,
23525,173.6,155.81,136.9,107.24,11.75,12.25,,11.97,6.6,27.05,15.7,107.59,6.61,,,,,,,,,,,,,
23526,164.1,165.22,175,112.38,11.85,12.27,,11.97,6.62,28.37,13.2,103.06,6.62,,,,,,,,,,,,,
23527,153.9,164.04,145,118.53,11.83,12.19,0.32,11.97,6.62,24.54,18.1,98.37,6.63,,,,,,,,,,,,,
23528,184.6,164.11,156,113.36,11.84,12.24,,11.98,6.61,25.58,15.7,103.12,6.61,,,,,,,,,,,,,
23529,163.4,154.65,142.8,114.77,12.1,12.25,0.41,11.97,6.41,21.91,14.4,106.23,6.41,,,,,,,,,,,,,
23530,137.4,131.66,166.2,110.73,12.06,12.31,0.41,11.97,6.41,20.71,14.4,99.39,6.41,,,,,,,,,,,,,
23531,175.3,172.53,146.5,114,12.06,12.3,,11.97,6.62,23.46,30.4,99.81,6.61,,,,,,,,,,,,,
23532,149.1,162.1,147.8,115.18,11.91,12.28,,11.97,6.62,24.19,14.1,90.38,6.63,,,,,,,,,,,,,
23533,157.1,166.98,149.5,119.49,11.9,12.28,,11.97,6.62,24.32,11.1,91.64,6.61,,,,,,,,,,,,,
23534,164,158.27,149.1,119.13,12.1,12.18,,11.97,6.62,20.97,23.1,98.08,6.6,,,,,,,,,,,,,
23535,154,144.93,173.3,112.45,12.11,12.36,0.38,11.97,6.41,16.57,15.2,85.93,6.41,,,,,,,,,,,,,
23536,167.5,166.72,152.1,109.18,11.9,12.19,,11.97,6.6,26.23,24.8,99.83,6.61,,,,,,,,,,,,,
23537,197.7,149.29,152,112.66,11.86,12.18,,11.97,6.54,28.8,19.5,99.76,6.61,,,,,,,,,,,,,
23538,139.2,149.41,140.3,114.94,12.09,12.28,,11.97,6.63,22.25,10.6,91.91,6.61,,,,,,,,,,,,,
23539,190.4,158.21,156.2,119.72,12.07,12.24,,11.97,6.62,22.28,23,114.95,6.65,,,,,,,,,,,,,
23540,149,164.06,158,115.93,11.83,12.16,0.36,11.97,6.61,25.29,24.4,110.94,6.61,,,,,,,,,,,,,
23541,151.6,148.48,187.7,109.97,12.05,12.27,0.41,11.97,6.41,22.2,15.7,102.34,6.4,,,,,,,,,,,,,
23542,167.6,171.27,143.2,106.25,12.06,12.19,,11.98,6.62,20.94,17.9,101.62,6.61,,,,,,,,,,,,,
23543,167.8,164.33,158.5,112.01,11.75,12.3,,11.97,6.6,29.51,10.5,109.07,6.6,,,,,,,,,,,,,
23544,194.7,157.11,152,112.87,11.83,12.31,,11.97,6.6,25.12,17,101.63,6.61,,,,,,,,,,,,,
23545,169.2,156.27,159.9,110.75,11.89,12.26,,11.97,6.62,25.94,14.7,97.66,6.6,,,,,,,,,,,,,
23546,145.1,156.38,157.4,110.06,12.11,12.25,0.4,11.97,6.41,18.4,18.3,79.84,6.4,,,,,,,,,,,,,
23547,137.3,160.9,146.9,111.58,12.12,12.27,0.4,11.97,6.41,18.22,17.5,85.22,6.42,,,,,,,,,,,,,
23548,150.8,142.01,146.5,115.39,12.06,12.25,0.41,11.97,6.41,23.64,17.9,100.14,6.4,,,,,,,,,,,,,
23549,147,157.13,149,111.68,11.87,12.3,,11.97,6.62,23.87,12.7,96.11,6.61,,,,,,,,,,,,,
23550,155.3,176.58,142.2,114.78,12.06,12.21,,11.97,6.62,23.44,17.9,103.79,6.61,,,,,,,,,,,,,
23551,186.5,160.77,146.5,115.3,11.82,12.33,0.36,11.97,6.61,24.2,15.7,99.68,6.6,,,,,,,,,,,,,
23552,150,171.2,141,111.91,12.07,12.24,,11.97,6.61,23.15,57.8,100.32,6.62,,,,,,,,,,,,,
23553,147.5,152.47,154.1,116.71,12.09,12.23,,11.97,6.62,20.14,13,93.14,6.61,,,,,,,,,,,,,
23554,180.8,162.64,153.5,116,11.85,12.25,,11.97,6.63,28.43,17.8,102.1,6.63,,,,,,,,,,,,,
23555,182.3,148.82,145.7,113.29,12.1,12.3,,11.97,6.6,25.32,13.2,98.56,6.61,,,,,,,,,,,,,
23556,135.9,151,150.6,109.28,12.09,12.35,0.36,11.97,6.42,21.59,10,95.41,6.4,,,,,,,,,,,,,
23557,156.8,150.82,192.1,112.77,12.12,12.19,0.39,11.97,6.41,19.83,21.3,80.85,6.43,,,,,,,,,,,,,
23558,160.9,162.01,159.7,112.21,11.9,12.23,,11.97,6.62,24.68,19.3,104.18,6.61,,,,,,,,,,,,,
23559,173.6,154.63,168.4,114.57,12.07,12.27,,11.97,6.62,22.44,13.2,96.07,6.61,,,,,,,,,,,,,
